questionnaire_id,survey_version,survey_language,old_questionnaire_id,age,sex,birth_location,citizenship,current_muni,time_fsm,time_pni,pni_current_place,travelled_abroad,education,elementary_type,hs_type,meing,making_friends,being_successful,good_education,happy_relationships,getting_money,reading,writing,radio,tv,accepted_pni,talking_teachers,talking_villages,funerals,kamadipw,sakau,facebook,talking_kolonia,talking_chief,talking_gov,good_job,friends_school,church,store,talking_neighbors,us_relatives,local_lang,english_more_import_local,english_smarter,eng_pni_diff,learn_pni_first,pni_more_import_eng,pni_jobs_pni,pni_jobs_abroad,eng_jobs_abroad,eng_jobs_pni,many_lang_easy,many_lang_important,one_lang_life_diff,eng_more_import_pni,sad.pni.no.pni,sad_pni_no_eng,sad_pni_abroad,sad_eng_abroad,youths_bad_pni,youths_bad_eng,micros_need_eng,pnis_need_eng,kolonia_need_eng,all_lang_live_together,pni_respect,pni_unfashionable,eng_more_val_pni,micro_youth_like_eng,micro_older_like_eng,mehn_wai_need_learn_pni,pni_youth_like_pni,pni_older_like_pni,pni_important_pni,pni_simpler_eng,choose_pni,choose_eng,feel_positive_pni,to_be_pni_speak_pni,cant_pni_no_pni,micro_speak_micro,micro_speak_eng,pni_smarter,english_simpler_pni,pni_politer_eng,kitti_need_eng,kolonia_need_pni,kitti_need_pni,want_children_pni,want_children_eng,meing_important,want_children_meing,micro_pni_pni,schools_teach_pni,eng_important_pni,quiet,stupid,loud,kindhearted,feminine,badtempered,masculine,honest,modern,greedy,attractive,successful,peaceful,violent,young,poor,old,rich,pretentious,proud,respectful,wise,patriotic,cultured,showoffs,humble,generous,uneducated,smart,ugly,educated,current_village
254,1,eng,11,25 -- 34,Male,US Mainland,USA,Sokehs,10 - 19 years,10 - 19 years,0 - 4 years,Yes,"High school, diploma, or GED",Public school,Private school,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,NA,Disagree somewhat,Disagree somewhat,Really disagree,,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Really disagree,Disagree somewhat,Really disagree,Really disagree,,,,Palikir
255,1,eng,12,35 -- 44,Male,Pohnpei State,FSM,Sokehs,40 or more years,40 or more years,20 - 29 years,Yes,Bachelor's degree,Public school,Public school,Well,Pohnpeian,English,English,English,English,English,English,English,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,,,,Ipat_Sokehs
256,1,eng,13,18 -- 24,Male,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Associate degree,Private school,Private school,Somewhat well,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Agree somewhat,Really agree,Really disagree,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Really agree,,,,Nett
257,1,eng,14,35 -- 44,Male,US Mainland,USA,Uh,10 - 19 years,10 - 19 years,0 - 4 years,Yes,Bachelor's degree,Public school,Public school,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Awak Pah
258,1,eng,15,45 -- 54,Male,US Mainland,USA,Nett,10 - 19 years,10 - 19 years,5 - 9 years,Yes,Master's degree,Public school,Public school,Not at all,English,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,English,English,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Agree somewhat,,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Really disagree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really agree,Really agree,Really disagree,,,,Kolonia
259,1,eng,16,25 -- 34,Female,US Mainland,USA,Nett,0 - 4 years,0 - 4 years,0 - 4 years,Yes,"Professional degree (JD, MD, etc.)",Private school,Public school,Not at all,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,English,English,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,NA,Agree somewhat,Agree somewhat,Disagree somewhat,,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,,,Kolonia
260,1,eng,17,25 -- 34,Female,US Mainland,USA,Nett,0 - 4 years,0 - 4 years,0 - 4 years,Yes,Bachelor's degree,Public school,Public school,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Other,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Disagree somewhat,,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Kolonia
261,1,eng,18,25 -- 34,Female,US Mainland,USA,Madolenihmw,10 - 19 years,10 - 19 years,5 - 9 years,Yes,Master's degree,Private school,Private school,Not at all,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,,,Wapar
262,1,eng,19,18 -- 24,Female,Pohnpei State,FSM,Madolenihmw,10 - 19 years,10 - 19 years,10 - 19 years,Yes,"High school, diploma, or GED",Public school,Private school,Somewhat well,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Disagree somewhat,Really disagree,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Agree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,,,Madolenihmw
263,1,eng,2,35 -- 44,Male,Philippines,Philippines,Nett,10 - 19 years,10 - 19 years,10 - 19 years,Yes,Bachelor's degree,Public school,Private school,Not at all,English,English,English,Other,English,English,English,English,Mokilese,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,English,English,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Agree somewhat,,NA,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Nett
264,1,eng,20,35 -- 44,Male,Chuuk State,FSM,Sokehs,20 - 29 years,5 - 9 years,0 - 4 years,Yes,"Professional degree (JD, MD, etc.)",Public school,Private school,Not at all,English,English,English,Chuukese,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,Chuukese,English,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Agree somewhat,,Agree somewhat,Really disagree,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Nahnpohnmal_sokehs
265,1,eng,21,25 -- 34,Female,Pohnpei State,FSM,Kitti,30 - 39 years,30 - 39 years,30 - 39 years,Yes,Associate degree,Public school,Private school,Somewhat well,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Really agree,Disagree somewhat,Really agree,Really agree,Agree somewhat,NA,Agree somewhat,Really agree,Really agree,,Really agree,Really agree,Really agree,Agree somewhat,Really agree,Disagree somewhat,Really agree,Really agree,Disagree somewhat,Disagree somewhat,Really agree,Really agree,Really agree,Really agree,Disagree somewhat,Really agree,Really agree,Disagree somewhat,,,,Tomwoarolong
266,1,eng,22,18 -- 24,Female,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,No,Associate degree,Private school,Public school,Somewhat well,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,,,Kolonia
267,1,eng,23,35 -- 44,Male,Pohnpei State,FSM,Uh,30 - 39 years,30 - 39 years,30 - 39 years,Yes,Bachelor's degree,Both,Public school,Very well,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,NA,Really disagree,Disagree somewhat,Really disagree,,Really disagree,Really disagree,Agree somewhat,Really disagree,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Disagree somewhat,Really disagree,,,,Awak
268,1,eng,24,45 -- 54,Female,RMI,USA,Kitti,20 - 29 years,20 - 29 years,0 - 4 years,Yes,Master's degree,Public school,Private school,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,,,,Wone
269,1,eng,25,35 -- 44,Female,Other,Other,Nett,0 - 4 years,0 - 4 years,0 - 4 years,Yes,Master's degree,Both,Private school,Not at all,English,English,English,English,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,English,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really agree,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Really agree,Agree somewhat,,,,Kolonia
270,1,eng,26,65 -- 74,Female,US Mainland,USA,Uh,20 - 29 years,20 - 29 years,10 - 19 years,Yes,"Professional degree (JD, MD, etc.)",Public school,Public school,Not at all,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,NA,Really disagree,Really disagree,Really disagree,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,,,,Uh
271,1,eng,27,45 -- 54,Female,Chuuk State,FSM,Nett,20 - 29 years,10 - 19 years,10 - 19 years,Yes,Master's degree,Public school,Public school,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,English,English,English,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,NA,Really disagree,Really disagree,Really disagree,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,,,,Nett
272,1,eng,28,25 -- 34,Male,Pohnpei State,FSM,Kitti,,,0 - 4 years,Yes,"Some college, no degree",Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat,Disagree somewhat,Agree somewhat,,Really agree,Agree somewhat,Really agree,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Really agree,Agree somewhat,Really agree,Really agree,Disagree somewhat,,,,Wone
273,1,eng,29,25 -- 34,Male,Hawaii,USA,Sokehs,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Associate degree,Public school,Public school,Somewhat well,Pohnpeian,English,English,Pingelapese,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pingelapese,Pohnpeian,Pingelapese,Pingelapese,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really agree,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Really disagree,Agree somewhat,Really agree,Really disagree,,,,Sapwohn
274,1,eng,3,55 -- 64,Female,Pohnpei State,FSM,Nett,40 or more years,40 or more years,20 - 29 years,Yes,Master's degree,Public school,Public school,Not at all,English,English,Pohnpeian,Mokilese,English,English,English,Pohnpeian,English,Pohnpeian,,Pohnpeian,Mokilese,Mokilese,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Mokilese,Mokilese,Mokilese,Mokilese,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Really disagree,Agree somewhat,Really disagree,NA,Really disagree,Really disagree,Really disagree,,NA,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Really disagree,Really disagree,,,,Nahnpohnmal
275,1,eng,30,18 -- 24,Male,Pohnpei State,Palau,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Associate degree,Private school,Private school,Not at all,Other,Other,English,Other,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Other,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,Other,English,English,Other,English,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,,,,Kolonia
